Experiment,Tray,F0 food,F1 food,Rep,Clone,E,I?,I.D.,#clutches (up to d37),DOB,DOD,days.alive,Notes,Lifetime # clutches,C1 Date,C1 Full Date,C1 Formatted Date,C1 Days,C1 #,C2,C2 Full Date,C2 day,C2 #,C2 cumulative #,C3,C3 full date,C3 day,C3#,C3 cumulative #,C4,C4 Full Date,C4 day,C4#,C4 cumulative #,C5,C5 day,C5#,C5 cumulative #,C6,C6 day,C6#,C6 cumulative #,C7,C7 day,C7#,C7 cumulative #,C8,C8 day,C8#,C8 cumulative #,C9,C9 day,C9#,C9 cumulative #,C10,C10 day,C10#,C10 cumulative #,C11,C11 day,C11#,C11 cumulative #,C12,C12 day,C12#,C12 cumulative #,C13,C13 day,C13#,C13 cumulative #,C14,C14 day,C14#,C14 cumulative #,C15,C15 day,C15#,C15 cumulative #,C16,C16 day,C16#,C16 cumulative #,C17,C17 day,C17#,C17 cumulative #,C18,C18 day,C18#,C18 cumulative #,C19,C19 day,C19#,C19 cumulative #,C20,C20 day,C20#,C20 cumulative #,C21,C21 day,C21#,C21 cumulative #,C22,C22 day,C22#,C22 cumulative #,C23,C23 day,C23#,C23 cumulative #,C24,C24 day,C24#,C24 cumulative #,C25,C25 day,C25#,C25 cumulative #,Lifetime offpsring #
Fiona,5,H,H,16,32,U,U,83,8,02/17/2014 00:00,04/10/14 00:00,53,,9,27-Feb,27/02/14,27/02/14,10,7,03-Mar,03/03/14,16,16,23,06-Mar,06/03/14,19,12,35,03/10/14,03/10/14,23,12,47,03/14/2014,27,9,56,03/18/2014,31,8,64,03/21/2014,34,9,73,03/25/2014 00:00,38,11,84,03/29/2014 00:00,42,7,91,,-41087,,91,,-41087,,91,,-41087,,91,,-41087,,91,,-41087,,91,,-41087,,91,,-41087,,91,,-41087,,91,,-41087,,91,,-41087,,91,,-41087,,91,,-41087,,91,,-41087,,91,,-41087,,91,,-41087,,91,,-41087,,91,91
Fiona,3,H,L,8,32,U,U,45,7,02/17/2014 00:00,04/13/2014 00:00,56,,7,26-Feb,26/02/14,26/02/14,9,10,02-Mar,02/03/14,15,5,15,10-Mar,10/03/14,23,2,17,03/13/2014,03/13/2014,26,5,22,03/18/2014,31,2,24,03/22/2014,35,4,28,03/26/2014,39,4,32,,-41087,,32,,-41087,,32,,-41087,,32,,-41087,,32,,-41087,,32,,-41087,,32,,-41087,,32,,-41087,,32,,-41087,,32,,-41087,,32,,-41087,,32,,-41087,,32,,-41087,,32,,-41087,,32,,-41087,,32,,-41087,,32,,-41087,,32,,-41087,,32,32
Fiona,2,H,L,10,32,U,U,13,7,02/17/2014 00:00,04/16/2014 00:00,59,,7,26-Feb,26/02/14,26/02/14,9,9,01-Mar,01/03/14,14,9,18,06-Mar,06/03/14,19,3,21,03/09/14,03/09/14,22,2,23,03/13/2014,26,4,27,03/17/2014,30,4,31,03/21/2014,34,3,34,,-41087,,34,,-41087,,34,,-41087,,34,,-41087,,34,,-41087,,34,,-41087,,34,,-41087,,34,,-41087,,34,,-41087,,34,,-41087,,34,,-41087,,34,,-41087,,34,,-41087,,34,,-41087,,34,,-41087,,34,,-41087,,34,,-41087,,34,,-41087,,34,34
Fiona,8,L,L,9,32,U,U,128,8,02/18/2014 00:00,04/16/2014 00:00,58,,8,27-Feb,27/02/14,27/02/14,9,6,03-Mar,03/03/14,15,5,11,07-Mar,07/03/14,19,2,13,03/11/14,03/11/14,23,4,17,03/15/2014,27,4,21,03/19/2014,31,2,23,03/23/2014,35,3,26,03/27/2014 00:00,39,4,30,,-41088,,30,,-41088,,30,,-41088,,30,,-41088,,30,,-41088,,30,,-41088,,30,,-41088,,30,,-41088,,30,,-41088,,30,,-41088,,30,,-41088,,30,,-41088,,30,,-41088,,30,,-41088,,30,,-41088,,30,,-41088,,30,,-41088,,30,30
Fiona,8,L,L,11,32,U,U,131,7,02/18/2014 00:00,04/16/2014 00:00,58,,7,02-Mar,02/03/14,02/03/14,14,5,06-Mar,06/03/14,18,3,8,09-Mar,09/03/14,21,3,11,03/15/2014,03/15/2014,27,3,14,03/18/2014,30,1,15,03/23/2014,35,1,16,03/26/2014,38,2,18,,-41088,,18,,-41088,,18,,-41088,,18,,-41088,,18,,-41088,,18,,-41088,,18,,-41088,,18,,-41088,,18,,-41088,,18,,-41088,,18,,-41088,,18,,-41088,,18,,-41088,,18,,-41088,,18,,-41088,,18,,-41088,,18,,-41088,,18,,-41088,,18,18
Fiona,2,H,L,13,32,U,U,21,5,02/17/2014 00:00,04/16/2014 00:00,59,,5,01-Mar,01/03/14,01/03/14,14,6,11-Mar,11/03/14,24,4,10,15-Mar,15/03/14,28,3,13,03/19/2014,03/19/2014,32,3,16,03/23/2014,36,2,18,,-41087,,18,,-41087,,18,,-41087,,18,,-41087,,18,,-41087,,18,,-41087,,18,,-41087,,18,,-41087,,18,,-41087,,18,,-41087,,18,,-41087,,18,,-41087,,18,,-41087,,18,,-41087,,18,,-41087,,18,,-41087,,18,,-41087,,18,,-41087,,18,,-41087,,18,,-41087,,18,18
Fiona,4,L,L,2,32,U,U,51,7,02/17/2014 00:00,04/17/2014 00:00,60,,7,03-Mar,03/03/14,03/03/14,16,2,04-Mar,04/03/14,17,6,8,09-Mar,09/03/14,22,2,10,03/12/14,03/12/14,25,4,14,03/16/2014,29,3,17,03/20/2014,33,4,21,03/25/2014,38,2,23,,-41087,,23,,-41087,,23,,-41087,,23,,-41087,,23,,-41087,,23,,-41087,,23,,-41087,,23,,-41087,,23,,-41087,,23,,-41087,,23,,-41087,,23,,-41087,,23,,-41087,,23,,-41087,,23,,-41087,,23,,-41087,,23,,-41087,,23,,-41087,,23,23
Fiona,5,H,L,11,32,U,U,80,7,02/17/2014 00:00,04/19/2014 00:00,62,,10,26-Feb,26/02/14,26/02/14,9,4,02-Mar,02/03/14,15,5,9,06-Mar,06/03/14,19,6,15,03/11/14,03/11/14,24,6,21,03/17/2014,30,5,26,03/21/2014,34,7,33,03/25/2014,38,3,36,03/29/2014 00:00,42,4,40,04/02/14 00:00,45,4,44,04/09/14 00:00,52,6,50,,-41087,,50,,-41087,,50,,-41087,,50,,-41087,,50,,-41087,,50,,-41087,,50,,-41087,,50,,-41087,,50,,-41087,,50,,-41087,,50,,-41087,,50,,-41087,,50,,-41087,,50,,-41087,,50,,-41087,,50,50
Fiona,11,L,L,18,32,U,U,165,7,02/19/2014 00:00,04/19/2014 00:00,60,,12,02-Mar,02/03/14,02/03/14,13,3,06-Mar,06/03/14,17,5,8,13-Mar,13/03/14,24,1,9,03/15/2014,03/15/2014,26,1,10,03/18/2014,29,2,12,03/21/2014,32,16,28,03/26/2014,37,3,31,03/29/2014 00:00,40,3,34,04/07/14 00:00,48,3,37,04/11/14 00:00,52,4,41,04/15/2014 00:00,56,3,44,04/19/2014 00:00,60,2,46,,-41089,,46,,-41089,,46,,-41089,,46,,-41089,,46,,-41089,,46,,-41089,,46,,-41089,,46,,-41089,,46,,-41089,,46,,-41089,,46,,-41089,,46,,-41089,,46,,-41089,,46,46
Fiona,14,L,H,29,32,U,U,229,9,02/20/2014 00:00,04/21/2014 00:00,61,,13,01-Mar,01/03/14,01/03/14,11,16,04-Mar,04/03/14,14,13,29,08-Mar,08/03/14,18,13,42,03/11/14,03/11/14,21,13,55,03/15/2014,25,10,65,03/19/2014,29,5,70,03/22/2014,32,10,80,03/25/2014 00:00,35,10,90,03/29/2014 00:00,39,8,98,04/02/14 00:00,42,7,105,04/06/14 00:00,46,9,114,04/09/14 00:00,49,9,123,04/14/2014 00:00,54,3,126,,-41090,,126,,-41090,,126,,-41090,,126,,-41090,,126,,-41090,,126,,-41090,,126,,-41090,,126,,-41090,,126,,-41090,,126,,-41090,,126,,-41090,,126,,-41090,,126,126
Fiona,1,H,H,1,32,U,U,5,8,02/16/2014 00:00,04/22/2014 00:00,66,,13,26-Feb,26/02/14,26/02/14,10,17,01-Mar,01/03/14,15,12,29,05-Mar,05/03/14,19,9,38,,09/03/14,23,14,52,03/12/14,26,16,68,03/16/2014,30,7,75,03/20/2014,34,10,85,03/23/2014 00:00,37,13,98,03/27/2014 00:00,41,8,106,03/30/2014 00:00,44,9,115,04/03/14 00:00,47,7,122,04/07/14 00:00,51,6,128,04/18/2014 00:00,62,2,130,,-41086,,130,,-41086,,130,,-41086,,130,,-41086,,130,,-41086,,130,,-41086,,130,,-41086,,130,,-41086,,130,,-41086,,130,,-41086,,130,,-41086,,130,,-41086,,130,130
Fiona,4,H,L,9,32,U,U,63,7,02/17/2014 00:00,04/22/2014 00:00,65,,12,27-Feb,27/02/14,27/02/14,10,6,03-Mar,03/03/14,16,4,10,06-Mar,06/03/14,19,4,14,03/10/14,03/10/14,23,4,18,03/14/2014,27,2,20,03/18/2014,31,3,23,03/22/2014,35,4,27,03/27/2014 00:00,40,2,29,04/04/14 00:00,47,3,32,04/08/14 00:00,51,2,34,04/11/14 00:00,54,3,37,04/17/2014 00:00,60,1,38,,-41087,,38,,-41087,,38,,-41087,,38,,-41087,,38,,-41087,,38,,-41087,,38,,-41087,,38,,-41087,,38,,-41087,,38,,-41087,,38,,-41087,,38,,-41087,,38,,-41087,,38,38
Fiona,14,H,H,30,32,U,U,238,9,02/20/2014 00:00,04/22/2014 00:00,62,,16,28-Feb,28/02/14,28/02/14,8,8,04-Mar,04/03/14,14,16,24,07-Mar,07/03/14,17,11,35,03/10/14,03/10/14,20,11,46,03/14/2014,24,12,58,03/18/2014,28,6,64,03/21/2014,31,9,73,03/25/2014 00:00,35,12,85,03/28/2014 00:00,38,9,94,04/01/14 00:00,41,8,102,04/05/14 00:00,45,6,108,04/08/14 00:00,48,7,115,04/12/14 00:00,52,6,121,04/15/2014 00:00,55,6,127,04/20/2014 00:00,60,2,129,04/24/2014 00:00,64,2,131,,-41090,,131,,-41090,,131,,-41090,,131,,-41090,,131,,-41090,,131,,-41090,,131,,-41090,,131,,-41090,,131,,-41090,,131,131
Fiona,11,H,H,23,32,U,U,180,8,02/19/2014 00:00,04/22/2014 00:00,63,,16,02-Mar,02/03/14,02/03/14,13,9,05-Mar,05/03/14,16,11,20,09-Mar,09/03/14,20,12,32,03/12/14,03/12/14,23,14,46,03/16/2014,27,8,54,03/19/2014,30,12,66,03/23/2014,34,14,80,03/27/2014 00:00,38,11,91,03/30/2014 00:00,41,10,101,04/03/14 00:00,44,8,109,04/06/14 00:00,47,8,117,04/10/14 00:00,51,9,126,04/14/2014 00:00,55,6,132,04/15/2014 00:00,56,2,134,04/18/2014 00:00,59,3,137,04/22/2014 00:00,63,3,140,,-41089,,140,,-41089,,140,,-41089,,140,,-41089,,140,,-41089,,140,,-41089,,140,,-41089,,140,,-41089,,140,,-41089,,140,140
Fiona,3,H,H,8,32,U,U,46,9,02/17/2014 00:00,04/23/2014 00:00,66,,13,26-Feb,26/02/14,26/02/14,9,14,01-Mar,01/03/14,14,17,31,05-Mar,05/03/14,18,17,48,03/08/14,03/08/14,21,11,59,03/10/14,23,15,74,03/16/2014,29,15,89,03/19/2014,32,10,99,03/23/2014 00:00,36,14,113,03/26/2014 00:00,39,16,129,03/30/2014 00:00,43,12,141,04/03/14 00:00,46,9,150,04/07/14 00:00,50,7,157,04/11/14 00:00,54,5,162,,-41087,,162,,-41087,,162,,-41087,,162,,-41087,,162,,-41087,,162,,-41087,,162,,-41087,,162,,-41087,,162,,-41087,,162,,-41087,,162,,-41087,,162,,-41087,,162,162
Fiona,2,H,H,12,32,U,U,18,8,02/17/2014 00:00,04/23/2014 00:00,66,,15,27-Feb,27/02/14,27/02/14,10,23,02-Mar,02/03/14,15,18,41,06-Mar,06/03/14,19,9,50,03/09/14,03/09/14,22,17,67,03/13/2014,26,11,78,03/17/2014,30,10,88,03/20/2014,33,17,105,03/24/2014 00:00,37,12,117,03/27/2014 00:00,40,9,126,03/31/2014 00:00,44,11,137,04/03/14 00:00,46,9,146,04/07/14 00:00,50,9,155,04/11/14 00:00,54,7,162,04/15/2014 00:00,58,4,166,04/19/2014 00:00,62,4,170,,-41087,,170,,-41087,,170,,-41087,,170,,-41087,,170,,-41087,,170,,-41087,,170,,-41087,,170,,-41087,,170,,-41087,,170,,-41087,,170,170
Fiona,6,H,H,20,32,U,U,103,8,02/18/2014 00:00,04/23/2014 00:00,65,,14,27-Feb,27/02/14,27/02/14,9,22,03-Mar,03/03/14,15,10,32,03/06/14,03/06/14,18,9,41,03/09/14,03/09/14,21,8,49,03/13/2014,25,9,58,03/17/2014,29,9,67,03/21/2014,33,8,75,03/24/2014 00:00,36,14,89,03/28/2014 00:00,40,10,99,03/31/2014 00:00,43,10,109,04/04/14 00:00,46,9,118,04/07/14 00:00,49,8,126,04/11/14 00:00,53,2,128,04/16/2014 00:00,58,6,134,,-41088,,134,,-41088,,134,,-41088,,134,,-41088,,134,,-41088,,134,,-41088,,134,,-41088,,134,,-41088,,134,,-41088,,134,,-41088,,134,,-41088,,134,134
Fiona,6,L,L,12,32,U,U,89,6,02/18/2014 00:00,04/23/2014 00:00,65,,8,03-Mar,03/03/14,03/03/14,15,4,05-Mar,05/03/14,17,3,7,12-Mar,12/03/14,24,6,13,03/16/2014,03/16/2014,28,3,16,03/20/2014,32,3,19,03/24/2014,36,3,22,03/28/2014,40,2,24,04/13/2014 00:00,55,2,26,,-41088,,26,,-41088,,26,,-41088,,26,,-41088,,26,,-41088,,26,,-41088,,26,,-41088,,26,,-41088,,26,,-41088,,26,,-41088,,26,,-41088,,26,,-41088,,26,,-41088,,26,,-41088,,26,,-41088,,26,,-41088,,26,,-41088,,26,26
Fiona,8,L,H,13,32,U,U,134,9,02/18/2014 00:00,04/24/2014 00:00,66,,15,27-Feb,27/02/14,27/02/14,9,16,02-Mar,02/03/14,14,11,27,06-Mar,06/03/14,18,12,39,03/09/14,03/09/14,21,9,48,03/13/2014,25,9,57,03/17/2014,29,7,64,03/20/2014,32,11,75,03/24/2014 00:00,36,7,82,03/27/2014 00:00,39,8,90,03/31/2014 00:00,43,8,98,04/04/14 00:00,46,8,106,04/07/14 00:00,49,5,111,04/11/14 00:00,53,8,119,04/15/2014 00:00,57,4,123,04/19/2014 00:00,61,5,128,,-41088,,128,,-41088,,128,,-41088,,128,,-41088,,128,,-41088,,128,,-41088,,128,,-41088,,128,,-41088,,128,,-41088,,128,,-41088,,128,128
Fiona,21,L,H,40,32,U,U,323,9,02/25/2014 00:00,04/24/2014 00:00,59,,11,03/06/14,,03/06/14,11,18,03/09/14,03/09/14,14,18,36,03/12/14,03/12/14,17,14,50,03/16/2014,03/16/2014,21,10,60,03/21/2014,26,8,68,03/23/2014,28,10,78,03/26/2014,31,7,85,03/29/2014 00:00,34,13,98,04/02/14 00:00,37,13,111,04/06/14 00:00,41,8,119,04/10/14 00:00,45,3,122,,-41095,,122,,-41095,,122,,-41095,,122,,-41095,,122,,-41095,,122,,-41095,,122,,-41095,,122,,-41095,,122,,-41095,,122,,-41095,,122,,-41095,,122,,-41095,,122,,-41095,,122,,-41095,,122,122
Fiona,8,L,H,11,32,U,U,132,9,02/18/2014 00:00,04/25/2014 00:00,67,,11,26-Feb,26/02/14,26/02/14,8,7,02-Mar,02/03/14,14,11,18,05-Mar,05/03/14,17,9,27,03/09/14,03/09/14,21,13,40,03/12/14,24,10,50,03/16/2014,28,8,58,03/20/2014,32,13,71,03/23/2014 00:00,35,10,81,03/27/2014 00:00,39,8,89,03/31/2014 00:00,43,7,96,04/08/14 00:00,50,3,99,,-41088,,99,,-41088,,99,,-41088,,99,,-41088,,99,,-41088,,99,,-41088,,99,,-41088,,99,,-41088,,99,,-41088,,99,,-41088,,99,,-41088,,99,,-41088,,99,,-41088,,99,,-41088,,99,99
Fiona,16,L,L,31,32,U,U,261,8,02/20/2014 00:00,04/25/2014 00:00,65,,11,01-Mar,01/03/14,01/03/14,11,6,06-Mar,06/03/14,16,2,8,09-Mar,09/03/14,19,4,12,03/12/14,03/12/14,22,4,16,03/17/2014,27,2,18,03/20/2014,30,4,22,03/25/2014,35,4,26,03/28/2014 00:00,38,2,28,04/06/14 00:00,46,3,31,04/11/14 00:00,51,2,33,04/22/2014 00:00,62,3,36,,-41090,,36,,-41090,,36,,-41090,,36,,-41090,,36,,-41090,,36,,-41090,,36,,-41090,,36,,-41090,,36,,-41090,,36,,-41090,,36,,-41090,,36,,-41090,,36,,-41090,,36,,-41090,,36,36
Fiona,14,H,L,30,32,U,U,235,6,02/20/2014 00:00,04/25/2014 00:00,65,,8,01-Mar,01/03/14,01/03/14,11,5,07-Mar,07/03/14,17,1,6,12-Mar,12/03/14,22,1,7,03/20/2014,03/20/2014,30,4,11,03/23/2014,33,5,16,03/27/2014,37,4,20,03/31/2014,41,1,21,04/05/14 00:00,45,2,23,,-41090,,23,,-41090,,23,,-41090,,23,,-41090,,23,,-41090,,23,,-41090,,23,,-41090,,23,,-41090,,23,,-41090,,23,,-41090,,23,,-41090,,23,,-41090,,23,,-41090,,23,,-41090,,23,,-41090,,23,,-41090,,23,,-41090,,23,23
Fiona,2,H,L,12,32,U,U,17,4,02/17/2014 00:00,04/25/2014 00:00,68,,9,28-Feb,28/02/14,28/02/14,11,4,04-Mar,04/03/14,17,7,11,03/21/2014,03/21/2014,34,1,12,03/25/2014,03/25/2014,38,2,14,03/29/2014,42,2,16,03/31/2014,44,3,19,04/07/14,50,2,21,04/11/14 00:00,54,3,24,04/19/2014 00:00,62,2,26,,-41087,,26,,-41087,,26,,-41087,,26,,-41087,,26,,-41087,,26,,-41087,,26,,-41087,,26,,-41087,,26,,-41087,,26,,-41087,,26,,-41087,,26,,-41087,,26,,-41087,,26,,-41087,,26,,-41087,,26,,-41087,,26,26
Fiona,5,L,H,4,32,U,U,74,8,02/17/2014 00:00,04/26/2014 00:00,69,,15,27-Feb,27/02/14,27/02/14,10,15,03-Mar,03/03/14,16,17,32,07-Mar,07/03/14,20,15,47,03/11/14,03/11/14,24,9,56,03/14/2014,27,11,67,03/18/2014,31,9,76,03/22/2014,35,10,86,03/25/2014 00:00,38,10,96,03/29/2014 00:00,42,8,104,04/02/14 00:00,45,6,110,04/06/14 00:00,49,6,116,04/09/14 00:00,52,6,122,04/14/2014 00:00,57,5,127,04/18/2014 00:00,61,5,132,04/22/2014 00:00,65,3,135,,-41087,,135,,-41087,,135,,-41087,,135,,-41087,,135,,-41087,,135,,-41087,,135,,-41087,,135,,-41087,,135,,-41087,,135,,-41087,,135,135
Fiona,17,L,H,34,32,U,U,279,8,02/21/2014 00:00,04/26/2014 00:00,65,,13,03/03/14,,03/03/14,12,20,03/07/14,03/07/14,16,13,33,03/10/14,03/10/14,19,7,40,03/14/2014,03/14/2014,23,9,49,03/18/2014,27,9,58,03/21/2014,30,11,69,03/25/2014,34,9,78,03/29/2014 00:00,38,9,87,04/01/14 00:00,40,8,95,04/05/14 00:00,44,9,104,04/09/14 00:00,48,9,113,04/13/2014 00:00,52,5,118,04/17/2014 00:00,56,7,125,,-41091,,125,,-41091,,125,,-41091,,125,,-41091,,125,,-41091,,125,,-41091,,125,,-41091,,125,,-41091,,125,,-41091,,125,,-41091,,125,,-41091,,125,,-41091,,125,125
Fiona,6,L,L,14,32,U,U,94,7,02/18/2014 00:00,04/26/2014 00:00,68,,10,27-Feb,27/02/14,27/02/14,9,6,03-Mar,03/03/14,15,3,9,11-Mar,11/03/14,23,4,13,03/15/2014,03/15/2014,27,2,15,03/18/2014,30,4,19,03/22/2014,34,3,22,03/26/2014,38,2,24,03/29/2014 00:00,41,4,28,04/02/14 00:00,44,2,30,04/09/14 00:00,51,4,34,,-41088,,34,,-41088,,34,,-41088,,34,,-41088,,34,,-41088,,34,,-41088,,34,,-41088,,34,,-41088,,34,,-41088,,34,,-41088,,34,,-41088,,34,,-41088,,34,,-41088,,34,,-41088,,34,,-41088,,34,34
Fiona,9,L,H,15,32,U,U,143,9,02/18/2014 00:00,04/27/2014 00:00,69,,14,26-Feb,26/02/14,26/02/14,8,14,02-Mar,02/03/14,14,13,27,05-Mar,05/03/14,17,15,42,03/08/14,03/08/14,20,15,57,03/12/14,24,15,72,03/15/2014,27,8,80,03/19/2014,31,10,90,03/22/2014 00:00,34,12,102,03/26/2014 00:00,38,9,111,03/29/2014 00:00,41,7,118,04/02/14 00:00,44,9,127,04/05/14 00:00,47,7,134,04/09/14 00:00,51,4,138,04/13/2014 00:00,55,5,143,,-41088,,143,,-41088,,143,,-41088,,143,,-41088,,143,,-41088,,143,,-41088,,143,,-41088,,143,,-41088,,143,,-41088,,143,,-41088,,143,,-41088,,143,143
Fiona,5,L,H,5,32,U,U,77,8,02/17/2014 00:00,04/27/2014 00:00,70,,12,26-Feb,26/02/14,26/02/14,9,13,01-Mar,01/03/14,14,20,33,05-Mar,05/03/14,18,13,46,03/09/14,03/09/14,22,9,55,03/12/14,25,7,62,03/16/2014,29,10,72,03/20/2014,33,11,83,03/23/2014 00:00,36,13,96,03/27/2014 00:00,40,11,107,03/31/2014 00:00,44,10,117,04/04/14 00:00,47,6,123,04/08/14 00:00,51,5,128,,-41087,,128,,-41087,,128,,-41087,,128,,-41087,,128,,-41087,,128,,-41087,,128,,-41087,,128,,-41087,,128,,-41087,,128,,-41087,,128,,-41087,,128,,-41087,,128,,-41087,,128,128
Fiona,4,H,H,9,32,U,U,64,8,02/17/2014 00:00,04/28/2014 00:00,71,,15,27-Feb,27/02/14,27/02/14,10,10,02-Mar,02/03/14,15,12,22,06-Mar,06/03/14,19,14,36,03/09/14,03/09/14,22,12,48,03/13/2014,26,11,59,03/17/2014,30,10,69,03/20/2014,33,13,82,03/24/2014 00:00,37,10,92,03/27/2014 00:00,40,11,103,03/31/2014 00:00,44,7,110,04/03/14 00:00,46,9,119,04/07/14 00:00,50,10,129,04/10/14 00:00,53,9,138,04/15/2014 00:00,58,4,142,04/18/2014 00:00,61,6,148,,-41087,,148,,-41087,,148,,-41087,,148,,-41087,,148,,-41087,,148,,-41087,,148,,-41087,,148,,-41087,,148,,-41087,,148,,-41087,,148,148
Fiona,7,H,L,17,32,U,U,117,8,02/18/2014 00:00,04/28/2014 00:00,70,,8,27-Feb,27/02/14,27/02/14,9,9,02-Mar,02/03/14,14,4,13,06-Mar,06/03/14,18,3,16,03/10/14,03/10/14,22,4,20,03/14/2014,26,4,24,03/17/2014,29,5,29,03/21/2014,33,4,33,03/25/2014 00:00,37,3,36,,-41088,,36,,-41088,,36,,-41088,,36,,-41088,,36,,-41088,,36,,-41088,,36,,-41088,,36,,-41088,,36,,-41088,,36,,-41088,,36,,-41088,,36,,-41088,,36,,-41088,,36,,-41088,,36,,-41088,,36,,-41088,,36,,-41088,,36,36
Fiona,20,L,L,38,32,U,U,311,7,02/23/2014 00:00,04/28/2014 00:00,65,,9,03/06/14,,03/06/14,13,3,03/12/14,03/12/14,19,6,9,03/17/2014,03/17/2014,24,1,10,03/20/2014,03/20/2014,27,6,16,03/24/2014,31,4,20,03/28/2014,35,5,25,04/01/14,38,2,27,04/05/14 00:00,42,2,29,04/09/14 00:00,46,3,32,,-41093,,32,,-41093,,32,,-41093,,32,,-41093,,32,,-41093,,32,,-41093,,32,,-41093,,32,,-41093,,32,,-41093,,32,,-41093,,32,,-41093,,32,,-41093,,32,,-41093,,32,,-41093,,32,,-41093,,32,,-41093,,32,32
Fiona,7,L,H,10,32,U,U,112,8,02/18/2014 00:00,04/29/2014 00:00,71,,13,28-Feb,28/02/14,28/02/14,10,20,03-Mar,03/03/14,15,8,28,07-Mar,07/03/14,19,8,36,03/10/14,03/10/14,22,11,47,03/14/2014,26,10,57,03/18/2014,30,11,68,03/21/2014,33,8,76,03/25/2014 00:00,37,9,85,03/28/2014 00:00,40,8,93,04/01/14 00:00,43,8,101,04/07/14 00:00,49,4,105,04/09/14 00:00,51,4,109,04/25/2014 00:00,67,3,112,,-41088,,112,,-41088,,112,,-41088,,112,,-41088,,112,,-41088,,112,,-41088,,112,,-41088,,112,,-41088,,112,,-41088,,112,,-41088,,112,,-41088,,112,,-41088,,112,112
Fiona,8,H,H,18,32,U,U,138,8,02/18/2014 00:00,04/29/2014 00:00,71,,13,28-Feb,28/02/14,28/02/14,10,4,03-Mar,03/03/14,15,6,10,07-Mar,07/03/14,19,16,26,03/10/14,03/10/14,22,12,38,03/14/2014,26,9,47,03/18/2014,30,9,56,03/21/2014,33,11,67,03/25/2014 00:00,37,8,75,03/29/2014 00:00,41,11,86,04/01/14 00:00,43,6,92,04/05/14 00:00,47,6,98,04/09/14 00:00,51,7,105,04/22/2014 00:00,64,1,106,,-41088,,106,,-41088,,106,,-41088,,106,,-41088,,106,,-41088,,106,,-41088,,106,,-41088,,106,,-41088,,106,,-41088,,106,,-41088,,106,,-41088,,106,,-41088,,106,106
Fiona,13,H,H,29,32,U,U,217,9,02/20/2014 00:00,04/29/2014 00:00,69,,17,28-Feb,28/02/14,28/02/14,8,10,03-Mar,03/03/14,13,9,19,07-Mar,07/03/14,17,16,35,03/10/14,03/10/14,20,8,43,03/14/2014,24,8,51,03/17/2014,27,9,60,03/21/2014,31,9,69,03/24/2014 00:00,34,8,77,03/28/2014 00:00,38,12,89,03/31/2014 00:00,41,8,97,04/04/14 00:00,44,10,107,04/07/14 00:00,47,11,118,04/11/14 00:00,51,11,129,04/15/2014 00:00,55,6,135,04/18/2014 00:00,58,5,140,04/22/2014 00:00,62,9,149,04/26/2014 00:00,66,5,154,,-41090,,154,,-41090,,154,,-41090,,154,,-41090,,154,,-41090,,154,,-41090,,154,,-41090,,154,,-41090,,154,154
Fiona,6,H,L,20,32,U,U,102,8,02/18/2014 00:00,04/29/2014 00:00,71,,11,27-Feb,27/02/14,27/02/14,9,9,02-Mar,02/03/14,14,5,14,03/06/14,03/06/14,18,1,15,03/10/14,03/10/14,22,3,18,03/16/2014,28,1,19,03/18/2014,30,3,22,03/22/2014,34,3,25,03/26/2014 00:00,38,1,26,03/30/2014 00:00,42,2,28,04/03/14 00:00,45,3,31,04/21/2014 00:00,63,4,35,,-41088,,35,,-41088,,35,,-41088,,35,,-41088,,35,,-41088,,35,,-41088,,35,,-41088,,35,,-41088,,35,,-41088,,35,,-41088,,35,,-41088,,35,,-41088,,35,,-41088,,35,,-41088,,35,35
Fiona,11,L,H,20,32,U,U,172,8,02/19/2014 00:00,04/29/2014 00:00,70,,15,01-Mar,01/03/14,01/03/14,12,15,05-Mar,05/03/14,16,11,26,08-Mar,08/03/14,19,12,38,03/12/14,03/12/14,23,14,52,03/15/2014,26,9,61,03/19/2014,30,7,68,03/23/2014,34,10,78,03/27/2014 00:00,38,8,86,03/30/2014 00:00,41,11,97,04/03/14 00:00,44,9,106,04/07/14 00:00,48,7,113,04/10/14 00:00,51,7,120,04/14/2014 00:00,55,6,126,04/19/2014 00:00,60,3,129,04/22/2014 00:00,63,4,133,,-41089,,133,,-41089,,133,,-41089,,133,,-41089,,133,,-41089,,133,,-41089,,133,,-41089,,133,,-41089,,133,,-41089,,133,,-41089,,133,133
Fiona,13,H,H,32,32,U,U,223,9,02/20/2014 00:00,04/29/2014 00:00,69,,15,02-Mar,02/03/14,02/03/14,12,15,05-Mar,05/03/14,15,13,28,08-Mar,08/03/14,18,10,38,03/12/14,03/12/14,22,13,51,03/15/2014,25,9,60,03/18/2014,28,8,68,03/22/2014,32,10,78,03/26/2014 00:00,36,10,88,03/29/2014 00:00,39,9,97,04/02/14 00:00,42,7,104,04/05/14 00:00,45,9,113,04/09/14 00:00,49,9,122,04/13/2014 00:00,53,6,128,04/15/2014 00:00,55,1,129,04/18/2014 00:00,58,4,133,,-41090,,133,,-41090,,133,,-41090,,133,,-41090,,133,,-41090,,133,,-41090,,133,,-41090,,133,,-41090,,133,,-41090,,133,,-41090,,133,133
